Asset_Number_AR,Asset_Description_AR,Category,Model_No,Model_Description,Colour_Scheme,Easting_Coord,Northing_Coord
1119217,Seat - Urban Design Park Style - Green Powder Coat - Royal Park,Seat,,,,319206.884,5815226.114
1119218,Seat - Urban Design Park Style - Green Powder Coat - Princes Park,Seat,,,,320430.762,5816747.28
1119219,Seat - Urban Design Park Style - Green Powder Coat - Princes Park,Seat,,,,320597.72,5816408.528
1119220,Seat - Urban Design Park Style - Green Powder Coat - Princes Park,Seat,,,,320479.578,5816546.523
1119221,Seat - Urban Design Park Style - Green Powder Coat - Princes Park,Seat,,,,320336.017,5815938.096
1119222,Seat - Urban Design Park Style - Green Powder Coat - Gardiners Reserve,Seat,,,,318989.731,5814533.518
1119223,Seat - Urban Design Park Style - Green Powder Coat - Princes Park,Seat,,,,320566.9044,5816580.639
1119224,Seat - Urban Design Park Style - Green Powder Coat - Royal Park,Seat,,,,319861.859,5816319.4
1119225,Seat - Urban Design Park Style - Green Powder Coat - Neill & Canning Street Reserve,Seat,,,,321596.291,5815200.526
1119226,Seat - Urban Design Park Style - Green Powder Coat - Argyle Square,Seat,,,,320882.44,5814070.49
1119227,Seat - Urban Design Park Style - Green Powder Coat - Argyle Square,Seat,,,,320923.755,5814087.014
1119228,Seat - Urban Design Park Style - Green Powder Coat - Argyle Square,Seat,,,,320916.153,5814096.754
1119229,Seat - Urban Design Park Style - Green Powder Coat - Lincoln Square,Seat,,,,320640.394,5814201.612
1119230,Seat - Urban Design Park Style - Green Powder Coat - Clayton Reserve,Seat,,,,318530.359,5814823.346
1119231,Seat - Urban Design Park Style - Green Powder Coat - Bellair Street Reserve,Seat,,,,317814.405,5814879.453
1119233,Seat - Urban Design Park Style - Green Powder Coat - Bedford Street Reserve,Seat,,,,320005.231,5814101.033
1119234,Seat - Urban Design Park Style - Green Powder Coat - Royal Park,Seat,,,,319753.012,5815904.776
1119235,Seat - Urban Design Park Style - Green Powder Coat - Royal Park,Seat,,,,319749.429,5815890.791
1119236,Seat - Urban Design Park Style - Green Powder Coat - Princes Park,Seat,,,,320655.473,5816130.571
1119237,Seat - Urban Design Park Style - Green Powder Coat - Bayswater Road Park,Seat,,,,317167.809,5815028.077
1119238,Seat - Urban Design Park Style - Green Powder Coat - Royal Park,Seat,,,,319129.208,5816228.571
1119239,Seat - Urban Design Park Style - Green Powder Coat - Princes Park,Seat,,,,320405.2491,5815986.642
1119240,Seat - Urban Design Park Style - Green Powder Coat - Royal Park,Seat,,,,319052.557,5815358.547
1119243,Seat - Urban Design Park Style - Green Powder Coat - JJ Holland Park,Seat,,,,317478.672,5814498.774
1119244,Seat - Urban Design Park Style - Green Powder Coat - JJ Holland Park,Seat,,,,317406.789,5814582.077
1119245,Seat - Urban Design Park Style - Green Powder Coat - Princes Park,Seat,,,,320501.914,5815384.594
1119246,Seat - Urban Design Park Style - Green Powder Coat - Princes Park,Seat,,,,320507.304,5815650.433
1119247,Seat - Urban Design Park Style - Green Powder Coat - Royal Park,Seat,,,,319243.763,5815190.528
1119248,Seat - Urban Design Park Style - Green Powder Coat - Escarpment Park,Seat,,,,317180.6731,5814932.464
1119249,Seat - Urban Design Park Style - Green Powder Coat - Princes Park,Seat,,,,320477.44,5816750.047
1119250,Seat - Urban Design Park Style - Green Powder Coat - Princes Park,Seat,,,,320326.801,5815803.899
1119251,Seat - Urban Design Park Style - Green Powder Coat - Gardiners Reserve,Seat,,,,318989.89,5814500.591
1119252,Seat - Urban Design Park Style - Green Powder Coat - Royal Park,Seat,,,,,
1119253,Seat - Urban Design Park Style - Green Powder Coat - Bellair Street Reserve,Seat,,,,317812.6,5814899.853
1119254,Seat - Urban Design Park Style - Green Powder Coat - Clayton Reserve,Seat,,,,318560.873,5814817.63
1119255,Seat - Urban Design Park Style - Green Powder Coat - Bellair Street Reserve,Seat,,,,317814.69,5814860.168
1119256,Seat - Urban Design Park Style - Green Powder Coat - Ievers Reserve,Seat,,,,319693.466,5814781.523
1119257,Seat - Urban Design Park Style - Green Powder Coat - Ievers Reserve,Seat,,,,319766.678,5814798.119
1119258,Seat - Urban Design Park Style - Green Powder Coat - Ievers Reserve,Seat,,,,319752.843,5814801.16
1119259,Seat - Urban Design Park Style - Green Powder Coat - JJ Holland Park,Seat,,,,316981.357,5814556.853
1119260,Seat - Urban Design Park Style - Green Powder Coat - Royal Park,Seat,,,,318836.303,5816301.753
1119261,Seat - Urban Design Park Style - Green Powder Coat - Royal Park,Seat,,,,318933.475,5816399.666
1119262,Seat - Urban Design Park Style - Green Powder Coat - Argyle Square,Seat,,,,320945.3293,5814061.682
1119263,Seat - Urban Design Park Style - Green Powder Coat - Princes Park,Seat,,,,320387.4088,5815623.265
1119264,Seat - Urban Design Park Style - Green Powder Coat - Princes Park,Seat,,,,320617.3264,5816045.783
1119265,Seat - Urban Design Park Style - Green Powder Coat - Princes Park,Seat,,,,,
1119266,Seat - Urban Design Park Style - Green Powder Coat - Princes Park,Seat,,,,320538.5339,5816429.666
1119267,Seat - Urban Design Park Style - Green Powder Coat - Escarpment Park,Seat,,,,317219.3167,5814887.015
1119268,Seat - Urban Design Park Style - Green Powder Coat - Royal Park,Seat,,,,318627.8621,5816269.558
1119269,Seat - Urban Design Park Style - Green Powder Coat - Royal Park,Seat,,,,318605.7668,5816375.615
1119270,Seat - Urban Design Park Style - Green Powder Coat - Royal Park,Seat,,,,318625.337,5816393.923
1119271,Seat - Urban Design Park Style - Green Powder Coat - Royal Park,Seat,,,,318951.157,5815456.532
1360482,Litter Bin -  - Buncle Reserve,Litter Bin,,,,318645.7589,5815082.009
1360483,Litter Bin -  - Buncle Reserve,Litter Bin,,,,318618.6845,5815080.584
1360484,Litter Bin -  - Parsons Reserve,Litter Bin,,,,317815.9724,5815466.019
1360485,Litter Bin -  - Liddy Reserve,Litter Bin,,,,317361.2198,5815446.891
1360486,Litter Bin -  - Robertson Street Reserve,Litter Bin,,,,317943.7056,5815115.906
1360487,Litter Bin -  - Kensington Hall Reserve,Litter Bin,,,,317610.8776,5815654.511
1360488,Litter Bin -  - Kensington Hall Reserve,Litter Bin,,,,317597.3006,5815635.446
1360489,Litter Bin -  - Kensington Hall Reserve,Litter Bin,,,,317591.4738,5815558.62
1360490,Litter Bin -  - Kensington Hall Reserve,Litter Bin,,,,317546.4688,5815539.025
1360492,Litter Bin - Cigarette Bin - Liddy Reserve,Litter Bin,,,,317357.6042,5815443.953
1360506,Litter Bin - Metal Recycling Blue - Australian Native Garden,Litter Bin,,,,320157.0739,5815280.172
1360507,Litter Bin - Metal Recycling Blue - Australian Native Garden,Litter Bin,,,,320097.7108,5815251.461
1360547,Drinking Fountain -  - Kensington Hall Reserve,Drinking Fountain,,,,317616.7514,5815657.93
1360533,Drinking Fountain - Urban Design Style - Royal Park,Drinking Fountain,,,,319706.8971,5816759.581
1360534,Drinking Fountain - Urban Design Style - Royal Park,Drinking Fountain,,,,320008.6684,5816407.89
1360535,Drinking Fountain - Urban Design Style - Parkville Gardens Linear Reserve,Drinking Fountain,,,,318574.083,5816644.843
1360539,Drinking Fountain - Furniture Style - Kensington Community High School stockyards,Drinking Fountain,,,,317397.1555,5815616.551
1360540,Drinking Fountain - Ornamental Stone Artwork - Hardy Reserve,Drinking Fountain,,,,320908.25,5816059.815
1360541,Drinking Fountain - Ornamental Stone Artwork - Argyle Square,Drinking Fountain,,,,320960.181,5814113.708
1360577,Litter Bin - Square Metal - Green Powder Coat - Royal Park,Litter Bin,,,,319734.6393,5816595.519
1360578,Litter Bin - Square Metal - Green Powder Coat - Royal Park Golf Course,Litter Bin,,,,319678.3224,5816760.509
1360579,Litter Bin - Square Metal - Green Powder Coat - Parkville Gardens Linear Reserve,Litter Bin,,,,318588.6111,5816717.068
1360580,Litter Bin - Square Metal - Green Powder Coat - Parkville Gardens Linear Reserve,Litter Bin,,,,318579.3234,5816659.827
1360581,Litter Bin - Square Metal - Green Powder Coat - Parkville Gardens Linear Reserve,Litter Bin,,,,318547.2088,5816662.07
1360582,Litter Bin - Square Metal - Green Powder Coat - Parkville Gardens Linear Reserve,Litter Bin,,,,318645.446,5816448.584
1360583,Litter Bin - Square Metal - Green Powder Coat - Parkville Gardens Linear Reserve,Litter Bin,,,,318621.7588,5816553.798
1360584,Litter Bin - Square Metal - Green Powder Coat - Australian Native Garden,Litter Bin,,,,320157.0952,5815281.341
1360585,Litter Bin - Square Metal - Green Powder Coat - Australian Native Garden,Litter Bin,,,,320097.3446,5815252.285
1360586,Litter Bin - Square Metal - Green Powder Coat - Australian Native Garden,Litter Bin,,,,320057.975,5815345.85
1118120,Hoop - Elongated Steel - Princes Park,Hoop,,,,320666.781,5816106.918
1118121,Hoop - Elongated Steel - Royal Park,Hoop,,,,319989.165,5816510.238
1118122,Hoop - Elongated Steel - Princes Park,Hoop,,,,,
1118123,Hoop - Elongated Steel - Princes Park,Hoop,,,,,
1118124,Hoop - Elongated Steel - Princes Park,Hoop,,,,,
1118125,Hoop - Elongated Steel - Royal Park,Hoop,,,,319993.0911,5816498.012
1118126,Hoop - Elongated Steel - Royal Park,Hoop,,,,319991.1433,5816503.391
1118127,Hoop - Elongated Steel - Royal Park,Hoop,,,,319987.39,5816515.792
1118128,Hoop - Elongated Steel - Princes Park,Hoop,,,,320378.953,5816101.633
1118129,Hoop - Elongated Steel - Royal Park,Hoop,,,,319859.858,5816700.418
1075707,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320794.7456,5813242.082
1076900,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320584.2449,5812778.515
1362059,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,321063.2725,5812544.921
1076901,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320603.0043,5812785.663
1076992,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320587.2217,5813126.695
1076993,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320609.3783,5813072.836
1076995,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321355.3661,5812606.579
1076997,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320396.643,5812953.06
1076998,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320475.053,5812983.853
1076999,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320531.2981,5813005.739
1077000,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320603.8701,5813034.183
1077001,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321351.8368,5813142.942
1077002,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320259.9676,5813596.541
1077003,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320240.3177,5813693.911
1077004,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320237.3987,5813670.326
1077005,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320232.1543,5813627.695
1077006,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320780.9585,5812154.659
1077007,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320028.8358,5812640.482
1077009,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320012.7976,5812683.893
1077010,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,319944.3156,5812778.205
1077011,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,319894.898,5812759.078
1077012,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,319859.3501,5812522.426
1077013,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,319966.5382,5812563.747
1077014,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320042.2683,5812592.712
1077015,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,322151.7444,5809510.138
1077016,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,322212.3433,5809371.936
1077017,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,322291.347,5809144.031
1077018,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,322358.9385,5808897.631
1077019,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,322437.0516,5810681.324
1077020,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,322457.353,5810678.225
1077022,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321434.1554,5813507.939
1077023,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,322643.4624,5810224.675
1077024,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320851.5267,5813093.861
1076903,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321178.5262,5812238.737
1362060,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,321059.3969,5812557.899
1362061,Litter Bin - Stainless Steel 80 L Recycling Bin,Litter Bin,200201-013,Litter Bin - Stainless Steel 80 L Recycling Bin,Stainless Steel,321059.8999,5812556.549
1362062,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,321055.8594,5812567.927
1362063,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,321048.3557,5812585.453
1362064,Litter Bin - Stainless Steel 80 L Recycling Bin,Litter Bin,200201-013,Litter Bin - Stainless Steel 80 L Recycling Bin,Stainless Steel,321048.7762,5812584.023
1362065,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,321036.1765,5812591.012
1362066,Seat - Stainless Steel Straight Seat,Seat,201101-027,Seat - Stainless Steel Straight Seat,Stainless Steel,321034.4037,5812590.202
1362067,Bicycle Rails - Stainless Steel Bicycle Hoop,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Stainless Steel,321029.5881,5812594.651
1362068,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,321071.5431,5812467.897
1362069,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,321069.9186,5812467.087
1362070,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Hawthorn Green,321079.8467,5812467.997
1362071,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,321092.8174,5812445.301
1362072,Litter Bin - Stainless Steel 80 L Recycling Bin,Litter Bin,200201-013,Litter Bin - Stainless Steel 80 L Recycling Bin,Stainless Steel,321093.3287,5812443.582
1362073,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,321101.9374,5812424.935
1362074,Litter Bin - Stainless Steel 80 L Recycling Bin,Litter Bin,200201-013,Litter Bin - Stainless Steel 80 L Recycling Bin,Stainless Steel,321102.3414,5812423.416
1362075,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,321112.6818,5812399.09
1362076,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,321119.163,5812382.474
1362077,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,321132.3824,5812353.903
1362079,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320430.1299,5814011.782
1362083,Bicycle Rails - Stainless Steel Bicycle Hoop,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,,319877.7714,5813740.189
1362084,Bicycle Rails - Stainless Steel Bicycle Hoop,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,,319880.5669,5813732.959
1362093,Drinking Fountain - Drinking Fountain - Type 1,Drinking Fountain,200501-008,Drinking Fountain - Drinking Fountain - Type 1,,322653.9933,5810219.986
1362148,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,322399.5659,5809425.875
1362150,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,320810.1241,5812558.349
1362156,Bicycle Rails - Stainless Steel Bicycle Hoop,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,,322336.9002,5809434.728
1362158,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,319455.4836,5812121.776
1362159,Litter Bin - Steel Butt Bin,Litter Bin,200201-020,Litter Bin - Steel Butt Bin,,319455.4825,5812121.652
1362160,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,319544.9184,5812148.86
1362161,Litter Bin - Steel Butt Bin,Litter Bin,200201-020,Litter Bin - Steel Butt Bin,,319544.9149,5812148.382
1362162,Litter Bin - Steel Butt Bin,Litter Bin,200201-020,Litter Bin - Steel Butt Bin,,319455.3619,5812121.532
1362163,Litter Bin - Steel Butt Bin,Litter Bin,200201-020,Litter Bin - Steel Butt Bin,,319544.7541,5812148.382
1362164,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,319316.9365,5812202.89
1362165,Litter Bin - Steel Butt Bin,Litter Bin,200201-020,Litter Bin - Steel Butt Bin,,319316.9327,5812202.403
1362166,Litter Bin - Steel Butt Bin,Litter Bin,200201-020,Litter Bin - Steel Butt Bin,,319316.4504,5812202.885
1362167,Litter Bin - Steel Butt Bin,Litter Bin,200201-020,Litter Bin - Steel Butt Bin,,319289.4264,5812300.895
1362168,Litter Bin - Steel Butt Bin,Litter Bin,200201-020,Litter Bin - Steel Butt Bin,,319289.748,5812301.056
1362169,Litter Bin - Steel Butt Bin,Litter Bin,200201-020,Litter Bin - Steel Butt Bin,,319237.013,5812288.033
1362170,Litter Bin - Steel Butt Bin,Litter Bin,200201-020,Litter Bin - Steel Butt Bin,,319236.6914,5812288.194
1362171,Litter Bin - Steel Butt Bin,Litter Bin,200201-020,Litter Bin - Steel Butt Bin,,319192.729,5812261.944
1362172,Litter Bin - Steel Butt Bin,Litter Bin,200201-020,Litter Bin - Steel Butt Bin,,319191.622,5812376.957
1362173,Litter Bin - Steel Butt Bin,Litter Bin,200201-020,Litter Bin - Steel Butt Bin,,319103.3838,5812226.782
1362177,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,,319066.4702,5812212.567
1362178,Litter Bin - Steel Butt Bin,Litter Bin,200201-020,Litter Bin - Steel Butt Bin,,319066.4362,5812212.533
1362179,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,,319070.8778,5812173.238
1362180,Litter Bin - Steel Butt Bin,Litter Bin,200201-020,Litter Bin - Steel Butt Bin,,319070.4709,5812173.373
1362181,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,319031.5467,5812159.808
1362182,Litter Bin - Steel Butt Bin,Litter Bin,200201-020,Litter Bin - Steel Butt Bin,Stainless Steel,319031.4148,5812159.138
1362183,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,,318945.0235,5812142.046
1362184,Litter Bin - Steel Butt Bin,Litter Bin,200201-020,Litter Bin - Steel Butt Bin,,318945.0235,5812142.181
1362185,Litter Bin - Steel Butt Bin,Litter Bin,200201-020,Litter Bin - Steel Butt Bin,Stainless Steel,319610.5061,5812174.855
1362186,Litter Bin - Steel Butt Bin,Litter Bin,200201-020,Litter Bin - Steel Butt Bin,,319740.2215,5812225.458
1362187,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319809.3046,5813113.646
1362188,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319764.2697,5813097.251
1362189,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319761.6265,5813096.112
1362190,Bicycle Rails - Stainless Steel Bicycle Hoop,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,,320428.0251,5812256.789
1362191,Bicycle Rails - Stainless Steel Bicycle Hoop,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,,320428.4903,5812256.014
1362193,Bicycle Rails - Stainless Steel Bicycle Hoop,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Hawthorn Green,321458.0602,5813145.271
1075585,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321081.6443,5812555.299
1075503,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321055.8429,5812227.715
1075507,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320885.3183,5812186.823
1075731,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321060.7245,5812738.493
1077026,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320800.4105,5813110.958
1077027,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320767.963,5813098.381
1077028,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320724.7463,5813081.564
1077029,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320651.7951,5813052.65
1077032,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321053.8804,5814631.894
1077033,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321049.2215,5814591.182
1077034,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321040.0109,5814710.868
1077035,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321039.4996,5814685.753
1077036,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Other,321029.1016,5814594.561
1077037,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319239.3758,5814565.767
1077038,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319193.8008,5814523.446
1077039,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319204.6606,5814546.321
1077040,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319231.1876,5814542.142
1077041,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319672.3419,5813787.853
1077042,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321052.9569,5813273.925
1077043,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319487.0736,5814113.218
1077044,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319487.9476,5813932.294
1077045,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319484.237,5813900.39
1077046,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319464.348,5813906.039
1077048,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319457.4379,5813846.121
1077049,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319480.0316,5813811.158
1077050,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319484.8802,5813834.913
1077052,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319560.4206,5813801.21
1077054,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319616.5008,5813794.851
1077055,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319668.9941,5813812.878
1077056,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319699.8419,5813784.743
