Asset_Number_AR,Asset_Description_AR,Category,Model_No,Model_Description,Colour_Scheme,Easting_Coord,Northing_Coord,latitude,longitude
1079896,Seat - Straight Seat - Wooden Battens,Seat,201101-037,Seat - Straight Seat - Wooden Battens,,321467.8398,5813496.391,-37.8084829935,144.971911703
1079897,Seat - Straight Seat - Wooden Battens,Seat,201101-037,Seat - Straight Seat - Wooden Battens,,321478.7573,5813468.417,-37.808737105,144.972028758
1079898,Seat - Straight Seat - Wooden Battens,Seat,201101-037,Seat - Straight Seat - Wooden Battens,,319640.3149,5813626.345,-37.8069532677,144.95119589
1079899,Seat - Straight Seat - Wooden Battens,Seat,201101-037,Seat - Straight Seat - Wooden Battens,,319967.338,5813432.724,-37.8087618346,144.954860428
1079900,Seat - Straight Seat - Wooden Battens,Seat,201101-037,Seat - Straight Seat - Wooden Battens,,320015.1724,5813308.948,-37.8098861703,144.955372745
1079901,Seat - Straight Seat - Wooden Battens,Seat,201101-037,Seat - Straight Seat - Wooden Battens,,320055.8328,5813203.839,-37.8108409482,144.955808265
1079902,Seat - Straight Seat - Wooden Battens,Seat,201101-037,Seat - Straight Seat - Wooden Battens,,320070.5352,5813163.967,-37.8112029905,144.955965284
1079903,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,320965.5836,5814918.197,-37.7955777102,144.966560765
1079904,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,322977.6512,5813099.28,-37.8123539995,144.988956044
1079905,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,323012.6467,5813095.471,-37.8123950949,144.989352451
1079906,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,322339.437,5812615.477,-37.8165879131,144.981591114
1079907,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,318916.3189,5815489.282,-37.7900297766,144.943441949
1079908,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,319866.3178,5814948.251,-37.7950908873,144.95409027
1079909,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,319800.4003,5814855.459,-37.7959137054,144.953318968
1079910,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,322210.892,5810774.085,-37.8331493199,144.979679237
1079911,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,322016.3719,5810935.053,-37.8316614642,144.977509654
1079912,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,321789.0496,5811055.349,-37.8305335175,144.974957621
1079913,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,320550.9563,5812189.722,-37.8200730247,144.961178354
1079914,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,320520.3394,5812180.294,-37.8201519265,144.960828364
1079915,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,320501.7284,5812169.666,-37.8202439975,144.960614402
1079916,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,320507.5088,5812172.716,-37.8202176616,144.960680794
1079917,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,320438.095,5812167.397,-37.8202519179,144.959891283
1079918,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,320441.7562,5812169.246,-37.8202359835,144.959933315
1079919,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,320445.1452,5812171.216,-37.8202189055,144.959972285
1079920,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,320420.4241,5812158.239,-37.8203309312,144.959688359
1079921,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,320417.7277,5812156.619,-37.8203449927,144.95965734
1079922,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,320413.2914,5812154.419,-37.8203639361,144.95960642
1079923,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,320410.5785,5812153.03,-37.8203759137,144.95957527
1079924,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,320381.8582,5812138.063,-37.8205050761,144.959245439
1079925,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,320384.6288,5812139.572,-37.8204920291,144.959277273
1079926,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,320389.0815,5812141.792,-37.8204729089,144.959328384
1079927,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,320391.9511,5812143.402,-37.8204589717,144.959361368
1079928,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,320360.9549,5812126.965,-37.8206009264,144.959005328
1079929,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,320363.7502,5812128.355,-37.8205889563,144.959037413
1079930,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,318951.1165,5815456.369,-37.7903331335,144.943828691
1079931,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,318982.0633,5815426.625,-37.7906071818,144.94417252
1079932,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,319016.9021,5815392.502,-37.7909214436,144.944559434
1079933,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,319052.6562,5815358.529,-37.7912345343,144.944956777
1079934,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,319093.0857,5815320.036,-37.7915892631,144.945406064
1079935,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,319118.7963,5815294.841,-37.7918212956,144.945691606
1079936,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,322760.8836,5812581.584,-37.816975141,144.986368169
1079937,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,322745.9091,5812583.164,-37.8169580011,144.986198526
1079938,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,322754.1962,5812564.187,-37.8171305476,144.986287978
1079939,Seat - Flat Bench Seat - L Shaped,Seat,201101-006,Seat - Flat Bench Seat - L Shaped,Hawthorn Green,320781.4862,5813350.63,-37.8096614686,144.96408332
1079940,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,322951.1489,5813051.75,-37.8127769922,144.988643519
1079941,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,322948.3866,5813026.055,-37.8130079072,144.988605874
1079942,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,322966.0657,5812999.66,-37.813249092,144.988800151
1079943,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,323001.8693,5812995.291,-37.8132953891,144.989205601
1079944,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,323026.6481,5813016.637,-37.8131079164,144.989492159
1079945,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,323029.5672,5813042.542,-37.8128751398,144.989531633
1079946,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,323032.5934,5813068.437,-37.812642474,144.98957232
1079947,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,319202.7806,5815214.257,-37.7925637735,144.946624775
1079948,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,319237.2236,5815181.104,-37.7928692122,144.947007459
1079949,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,319270.5287,5815149.24,-37.7931628141,144.947377551
1079950,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,319322.6505,5815101.544,-37.7936027421,144.947957285
1079951,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,319358.4787,5815067.051,-37.7939205206,144.948355368
1079952,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,319392.3279,5815034.608,-37.7942194413,144.948731503
1079953,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,319410.444,5815017.221,-37.794379635,144.948932806
1079954,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,317118.4544,5815233.254,-37.7919777916,144.922971379
1079955,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,317148.6591,5815250.12,-37.7918319207,144.923318467
1079956,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,321591.6928,5811364.917,-37.8277065086,144.972792632
1079957,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,321678.0271,5811253.44,-37.8287275167,144.973745593
1079958,Seat - Straight Seat - Wooden Battens - Type 2,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,,321701.4372,5811189.212,-37.8293106264,144.973995622
1079959,Seat - Straight Seat - Wooden Battens - Type 3,Seat,201101-039,Seat - Straight Seat - Wooden Battens - Type 3,,320306.0868,5813602.79,-37.8072967044,144.958748495
1079960,Seat - Straight Seat - Wooden Battens - Type 3,Seat,201101-039,Seat - Straight Seat - Wooden Battens - Type 3,,320309.8387,5813603.929,-37.8072871833,144.958791372
1079961,Seat - Straight Seat - Wooden Battens - Type 3,Seat,201101-039,Seat - Straight Seat - Wooden Battens - Type 3,,320288.688,5813596.161,-37.8073529906,144.958549322
1079962,Seat - Straight Seat - Wooden Battens - Type 3,Seat,201101-039,Seat - Straight Seat - Wooden Battens - Type 3,,320295.1528,5813598.751,-37.8073309337,144.958623359
1079964,Seat - Wooden bench with brick supports,Seat,201101-048,Seat - Wooden bench with brick supports,,320301.0074,5813596.551,-37.8073519023,144.958689281
1079965,Seat - Wooden bench with brick supports,Seat,201101-048,Seat - Wooden bench with brick supports,,320303.4894,5813599.5,-37.8073258278,144.95871819
1079966,Seat - Wooden bench with brick supports,Seat,201101-048,Seat - Wooden bench with brick supports,,320301.5763,5813600.95,-37.8073123905,144.958696831
1079967,Seat - Wooden bench with brick supports,Seat,201101-048,Seat - Wooden bench with brick supports,,320286.6678,5813592.012,-37.8073899649,144.958525357
1079968,Seat - Wooden bench with brick supports,Seat,201101-048,Seat - Wooden bench with brick supports,,320298.7892,5813597.611,-37.8073419178,144.958664361
1080395,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,318832.0461,5815337.693,-37.7913784919,144.942447556
1080409,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,315853.2734,5813348.511,-37.8086998834,144.908132269
1080410,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,315853.6857,5813349.96,-37.8086869151,144.908137318
1080411,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,315864.1827,5813345.421,-37.8087299157,144.908255335
1080412,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,315863.5973,5813343.971,-37.8087428581,144.908248321
1080413,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316062.6774,5813509.068,-37.8072959263,144.910550367
1080414,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316062.1744,5813507.839,-37.8073068948,144.910544345
1080415,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316054.0357,5813473.686,-37.8076128777,144.910443277
1080416,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316053.6399,5813472.346,-37.8076248676,144.910438443
1080417,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316052.8978,5813473.995,-37.8076098652,144.910430437
1080418,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316052.568,5813472.436,-37.807623841,144.910426297
1080419,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316048.7996,5813448.251,-37.8078409206,144.910377375
1080420,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316046.5485,5813450.65,-37.8078188588,144.910352428
1080421,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317548.2046,5813108.739,-37.8111998492,144.927314302
1080422,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317216.2917,5813205.279,-37.8102638963,144.923570347
1080423,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317501.8628,5813085.403,-37.8114007805,144.926782288
1080424,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317248.9289,5812814.767,-37.8137878717,144.923842347
1080425,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317212.1193,5812727.245,-37.8145688345,144.92340233
1080426,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317219.8127,5812733.634,-37.8145128277,144.923491293
1080427,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316999.7221,5813410.078,-37.8083758376,144.921163334
1080428,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317004.3068,5813409.618,-37.8083808999,144.921215268
1080429,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317009.5182,5813408.958,-37.8083878891,144.921274265
1080430,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317014.5564,5813408.409,-37.8083938438,144.921331325
1080431,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317019.4132,5813407.959,-37.8083988704,144.92138635
1080432,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317024.6164,5813407.409,-37.8084048672,144.921445282
1080433,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317029.5639,5813406.849,-37.8084109027,144.921501309
1080434,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317034.767,5813406.409,-37.8084159085,144.921560268
1080435,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317038.2138,5813402.27,-37.8084538802,144.921598354
1080436,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317036.6224,5813402.46,-37.80845185,144.921580335
1080437,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317087.2685,5813406.249,-37.808427869,144.922156271
1080438,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317087.1531,5813403.69,-37.8084508954,144.922154315
1080439,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317087.219,5813401.25,-37.8084728863,144.922154447
1080440,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317084.3082,5813401.19,-37.8084728436,144.922121386
1080441,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317079.7978,5813401.53,-37.8084688775,144.922070266
1080442,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317074.6771,5813402.08,-37.8084628976,144.92201227
1080443,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317069.5564,5813402.63,-37.8084569177,144.921954274
1080444,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317064.6171,5813403.19,-37.8084508841,144.92189834
1080445,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317059.315,5813403.74,-37.8084448677,144.921838285
1080446,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317054.3757,5813404.299,-37.808438843,144.921782351
1080447,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317049.6179,5813404.739,-37.8084339265,144.921728447
1080448,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317044.4889,5813405.299,-37.8084278547,144.921670359
1080449,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317039.5414,5813405.849,-37.8084219093,144.92161433
1080450,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317100.5444,5813399.77,-37.8084888865,144.922305355
1080451,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317100.5279,5813404.659,-37.8084448467,144.922306402
1080452,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317100.4619,5813407.099,-37.8084228558,144.922306269
1080453,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317101.4762,5813409.008,-37.8084058641,144.922318266
1080454,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317120.4004,5813393.881,-37.8085459075,144.922529292
1080455,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317122.3465,5813393.592,-37.8085489004,144.922551313
1080456,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317146.177,5813401.31,-37.8084841552,144.922823807
1080457,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317145.6246,5813396.441,-37.8085279009,144.922816306
1080458,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317145.8472,5813398.671,-37.8085078593,144.922819396
1080459,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317159.354,5813397.081,-37.8085248857,144.922972336
1080460,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317159.659,5813399.64,-37.8085018972,144.922976445
1080461,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,318166.8101,5813354.139,-37.8091128708,144.934399173
1080462,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,318170.2817,5813352.99,-37.8091239116,144.934438298
1080463,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,318170.125,5813356.319,-37.809093895,144.934437355
1080464,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,318167.0245,5813357.029,-37.8090868823,144.934402333
1080465,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,317654.6424,5813408.858,-37.8085178564,144.92859828
1080466,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316063.1639,5813577.805,-37.8066768972,144.910573342
1080467,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316068.1279,5813576.805,-37.8066869043,144.910629442
1080468,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316746.3841,5813505.459,-37.8074659078,144.918311352
1080469,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316742.9373,5813505.939,-37.8074608926,144.918272343
1080470,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316624.576,5813520.626,-37.8073048404,144.916932339
1080471,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316626.5138,5813520.446,-37.8073068509,144.916954293
1080472,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316608.4801,5813788.383,-37.8048898601,144.916817386
1080473,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316599.9868,5813730.474,-37.8054097538,144.916706308
1080474,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316596.6555,5813678.325,-37.8058788025,144.916655289
1080475,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316595.3279,5813678.515,-37.8058768245,144.916640266
1080476,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316596.639,5813679.434,-37.8058688102,144.916655382
1080477,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316595.4021,5813679.634,-37.8058667603,144.916641391
1080478,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,316591.2379,5813625.015,-37.8063578895,144.91658029
1080479,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321384.507,5811213.258,-37.8290320404,144.970402358
1080480,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321272.8249,5811153.43,-37.8295490691,144.969119277
1080481,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321274.2267,5811149.8,-37.8295820409,144.9691343
1080482,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321385.447,5811190.472,-37.8292374691,144.970407409
1080483,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321385.3481,5811195.071,-37.8291960243,144.970407421
1080484,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321054.4411,5814151.76,-37.8024988207,144.967380164
1080485,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321054.8205,5814155.529,-37.8024649457,144.967385402
1080486,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321112.3767,5814429.454,-37.8000088361,144.968106419
1080487,Litter Bin - New Style Circular Wooden Slats Litter Bin,Litter Bin,200201-010,Litter Bin - New Style Circular Wooden Slats Litter Bin,,321120.3257,5814428.515,-37.8000188511,144.968196423
