Asset_Number_AR,Asset_Description_AR,Category,Model_No,Model_Description,Colour_Scheme,Easting_Coord,Northing_Coord,latitude,longitude
1076823,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320116.811,5812414.497,-37.8179629137,144.956304512
1076824,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320057.0697,5812568.167,-37.8165669661,144.955664363
1076825,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321461.7544,5812862.798,-37.8141889104,144.971686432
1076826,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321482.2866,5812809.938,-37.8146690637,144.971906527
1076827,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321538.474,5812679.614,-37.8158539472,144.972512372
1076829,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,322692.9129,5812874.945,-37.8143194616,144.985668217
1076830,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,322674.8544,5812515.027,-37.8175579502,144.985375038
1076833,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,322882.7576,5812736.723,-37.8156013669,144.987789954
1076835,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320219.5876,5812520.226,-37.817030816,144.957497751
1076836,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320288.3005,5812546.361,-37.8168089378,144.958284435
1076838,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320168.9497,5811621.736,-37.8251139261,144.956699594
1076839,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320236.7473,5811600.74,-37.8253164049,144.957464269
1076840,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319823.0435,5813166.347,-37.8111327421,144.953155968
1076841,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320638.8408,5812432.704,-37.8179016492,144.962236474
1076842,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320637.068,5812424.525,-37.8179749729,144.962214318
1076843,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320606.451,5812435.233,-37.8178725038,144.961869326
1076844,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320628.0882,5812447.081,-37.8177700358,144.962117943
1076845,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321284.3691,5811837.903,-37.8233859458,144.969419396
1076846,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321377.935,5811840.382,-37.8233819356,144.970482498
1076847,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,321344.0198,5811820.316,-37.8235560409,144.97009242
1076848,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321319.3728,5811824.335,-37.8235150141,144.969813532
1076849,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,321422.001,5811688.353,-37.8247599619,144.970945383
1076850,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,321398.7889,5811682.854,-37.8248049512,144.970680435
1076851,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,319872.8403,5813024.645,-37.8124189388,144.953686096
1076852,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319898.2459,5813040.442,-37.812281661,144.953978473
1076853,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,319999.3485,5813073.246,-37.8120061213,144.955134515
1076854,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320094.2421,5813114.537,-37.8116529004,144.956222163
1076855,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320115.4999,5813126.335,-37.8115508195,144.956466447
1076856,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320124.5951,5813120.966,-37.8116009725,144.956568377
1076857,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320135.6363,5813099.35,-37.8117978528,144.956688366
1076858,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320197.8762,5813149.34,-37.8113598308,144.957407427
1076859,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,319991.7458,5813044.341,-37.8122649821,144.955041013
1076860,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320087.5629,5813106.509,-37.8117238958,144.956144336
1076861,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320098.9504,5813085.443,-37.8119158907,144.956268393
1076863,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320383.6558,5813196.691,-37.8109698887,144.959528437
1076864,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320351.0516,5813209.638,-37.8108468539,144.959161475
1076865,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320472.9586,5812866.447,-37.8139621147,144.960460479
1076867,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Mid Brunswick Green,321491.7034,5811228.704,-37.8289138904,144.971623533
1076869,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320726.5604,5814067.487,-37.803193603,144.963637118
1076870,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,317141.7902,5811480.104,-37.8257880425,144.92228883
1076871,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,321340.606,5811541.722,-37.8260648074,144.969984888
1076872,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,319656.3449,5812941.292,-37.8131269909,144.951207313
1076873,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321322.8856,5813218.587,-37.8109569637,144.970197476
1076874,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321082.4524,5814347.421,-37.8007418886,144.967746467
1076875,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321091.3579,5814326.345,-37.8009334757,144.967842359
1076876,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321154.8512,5814339.342,-37.8008288408,144.968566347
1076877,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320587.3536,5814382.644,-37.8003274913,144.96213482
1076878,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320606.113,5814377.015,-37.8003818795,144.962346382
1076879,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320630.059,5814373.656,-37.8004168389,144.962617384
1076880,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320719.9555,5814388.543,-37.8003003953,144.963641569
1076881,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320739.6549,5814395.111,-37.8002451008,144.96386682
1076882,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320796.1391,5814379.774,-37.8003943337,144.964504232
1076883,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320800.0889,5814360.228,-37.8005711694,144.964544237
1076884,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321199.4531,5814335.043,-37.8008762973,144.96907161
1076885,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321262.9463,5814346.581,-37.8007847968,144.969795235
1076887,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321256.7537,5814289.212,-37.801300338,144.969710786
1076888,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320888.9135,5814331.554,-37.800846875,144.965545486
1076890,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320886.25,5813879.434,-37.8049188262,144.965403489
1076891,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320845.2516,5813884.843,-37.8048620619,144.964939386
1076892,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320817.3558,5813920.336,-37.8045368854,144.964631472
1076893,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320836.3213,5813874.455,-37.8049538797,144.964835434
1076894,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320812.7546,5813880.934,-37.8048908959,144.964569492
1076895,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320796.0567,5813890.442,-37.8048019759,144.964382278
1076896,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320826.2943,5813784.983,-37.8057578312,144.964699474
1076897,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320803.5464,5813796.58,-37.8056489073,144.964444091
1076898,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320605.6429,5812683.234,-37.8156384847,144.961921593
1076899,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320583.7501,5812739.772,-37.8151249177,144.961687024
1075544,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320650.8056,5812804.549,-37.8145546182,144.962464428
1075545,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320671.0904,5812812.358,-37.8144882641,144.962696678
1075546,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320693.8903,5812821.396,-37.8144113334,144.962957789
1075547,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320762.331,5812621.656,-37.8162239278,144.963685432
1075548,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320701.7981,5812597.781,-37.8164270927,144.962992207
1075549,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320676.7636,5812588.343,-37.8165071873,144.962705618
1075550,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320591.1302,5812554.549,-37.816794758,144.961724928
1075556,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320388.5456,5812976.195,-37.8129569594,144.959529272
1075558,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320544.2277,5813240.382,-37.8106079204,144.961362324
1075559,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320771.7066,5813374.965,-37.8094403516,144.96397831
1075560,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320836.1564,5813400.84,-37.8092199324,144.964716431
1075561,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320949.232,5813445.931,-37.8088359576,144.96601136
1075562,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321201.7867,5813588.303,-37.8076030325,144.968913825
1075563,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320938.1826,5813593.572,-37.8075039143,144.965922408
1075564,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320987.6743,5813460.648,-37.8087109322,144.966451443
1075566,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321444.2566,5812642.482,-37.8161699889,144.971433436
1075569,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321437.7094,5812858.069,-37.8142268039,144.971412256
1075572,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321291.2956,5812807.459,-37.8146540222,144.969737367
1075574,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321259.7964,5812742.722,-37.8152309741,144.969363741
1075576,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321275.9583,5812701.07,-37.8156093194,144.969536967
1075577,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321297.3234,5812646.081,-37.8161088164,144.969765983
1075578,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321315.4066,5812600.14,-37.8165261705,144.96995997
1076660,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320935.4037,5812877.915,-37.8139496468,144.965713934
1376532,Bicycle Rails - Stainless Steel Bicycle Hoop,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Stainless Steel,320832.8441,5811753.985,-37.8240532949,144.964271336
1376533,Bicycle Rails - Stainless Steel Bicycle Hoop,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Stainless Steel,320832.5373,5811754.879,-37.824045182,144.964268073
1376534,Bicycle Rails - Stainless Steel Bicycle Hoop,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Stainless Steel,320832.1539,5811755.825,-37.8240365857,144.964263953
1376535,Bicycle Rails - Stainless Steel Bicycle Hoop,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Stainless Steel,320831.7448,5811756.771,-37.8240279843,144.964259542
1376570,Litter Bin - 80L Square Metal Bin Surrounds - Silver,Litter Bin,200201-003,Litter Bin - 80L Square Metal Bin Surrounds - Silver,Dark Brunswick Green,320548.5238,5812897.901,-37.8136936518,144.961326242
1376571,Seat - Stainless Steel Seat - Fixed,Seat,201101-031,Seat - Stainless Steel Seat - Fixed,Stainless Steel,320751.6453,5812865.336,-37.8140268875,144.963624421
1376572,Seat - Stainless Steel Seat - Fixed,Seat,201101-031,Seat - Stainless Steel Seat - Fixed,Stainless Steel,320751.3224,5812866.305,-37.8140180959,144.963620994
1376573,Bicycle Rails - Stainless Steel Bicycle Hoop,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Stainless Steel,321402.2292,5813374.734,-37.8095659907,144.971136815
1376574,Bicycle Rails - Stainless Steel Bicycle Hoop,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Stainless Steel,321412.9941,5813380.331,-37.8095176813,144.971260413
1376575,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,320814.0409,5813259.338,-37.8104901701,144.964430342
1376587,Seat - Fixed Single Seat,Seat,201101-005,Seat - Fixed Single Seat,Stainless Steel,320761.7291,5812868.467,-37.8140006651,144.963739687
1076909,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320905.9329,5813044.091,-37.8124470367,144.965420415
1076910,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320972.1143,5813070.526,-37.8122219047,144.966178361
1076911,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321003.193,5813075.195,-37.8121859429,144.966532376
1076912,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320907.1946,5813038.683,-37.8124959968,144.965433403
1076916,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321029.1758,5813085.453,-37.8120986381,144.966829914
1076917,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321083.0213,5813114.237,-37.8118499206,144.967448374
1076918,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321085.0168,5813108.169,-37.8119049692,144.967469531
1076919,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320433.4526,5812719.826,-37.8152750268,144.959975572
1076920,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,322769.3191,5809871.986,-37.841383702,144.985800333
1076921,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320119.6393,5811790.222,-37.8235865825,144.956181512
1076922,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,316370.1413,5816456.709,-37.7808077314,144.91478757
1076923,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,321338.7919,5811793.512,-37.8237964544,144.970026439
1076924,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,321356.7596,5811739.762,-37.8242841252,144.970217207
1076925,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,321376.5085,5811690.022,-37.8247360243,144.970429194
1076926,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,321208.7792,5811731.474,-37.8243297972,144.968534746
1076927,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,321153.9111,5811572.706,-37.8257491456,144.967872452
1076928,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,321185.7732,5811587.723,-37.8256201246,144.968237984
